Bills & Fees,Data & WiFi,Education,Emergency fund,Family & Friends,Going out,Groceries,Health,Loan Repayment,Miscellaneous,Rent / Mortgage,Shopping,Transport & Fuel,MERCHANT_NAME,MERCHANT_CATEGORIZED_AS,PURCHASE_VALUE,IS_PURCHASE_PAID_VIA_MPESA_SEND_MONEY,USER_AGE,USER_GENDER,USER_HOUSEHOLD,USER_INCOME,Day_MERCHANT,Month_MERCHANT,Year_MERCHANT,Hour_MERCHANT,Day_PURCHASED,Month_PURCHASED,Year_PURCHASED,Hour_PURCHASED
False,False,False,False,False,False,False,True,False,False,False,False,False,SAFARICOM LIMITED,Health,80,False,25.0,Male,3,100000,16.0,3.0,2022.0,13.0,27,March,2022,11
False,False,False,False,False,False,False,True,False,False,False,False,False,NAIVAS NGONG,Bills & Fees,1229,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,17,March,2022,15
False,False,False,False,False,False,False,False,False,False,False,False,False,SAFARICOM LIMITED,Health,80,False,25.0,Male,3,100000,16.0,3.0,2022.0,13.0,27,March,2022,11
False,False,False,False,False,False,False,False,False,False,False,False,False,NAIVAS NGONG,Bills & Fees,1229,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,17,March,2022,15
False,False,False,False,False,True,False,False,False,False,False,False,False,REPUBLIQOUR HUB,Going out,300,False,25.0,Male,1,150000,12.0,5.0,2022.0,15.0,30,May,2022,14
False,False,False,False,False,True,False,False,False,False,False,False,False,THE NEST,Bills & Fees,1800,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,21,May,2021,19
False,False,False,False,False,False,False,False,False,False,False,False,False,REPUBLIQOUR HUB,Going out,300,False,25.0,Male,1,150000,12.0,5.0,2022.0,15.0,30,May,2022,14
False,False,False,False,False,False,False,False,False,False,False,False,False,THE NEST,Bills & Fees,1800,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,21,May,2021,19
False,False,False,False,False,False,False,False,False,False,False,True,False,MORRIS  MULWA,Shopping,2700,True,25.0,Male,3,200000,1.0,9.0,2021.0,2.0,10,September,2021,8
False,False,False,False,False,False,False,False,False,False,False,True,False,JOSEPHINE WAMBUI KAMAU,Bills & Fees,150,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,8,March,2022,10
False,False,False,False,False,False,False,False,False,False,False,False,False,MORRIS  MULWA,Shopping,2700,True,25.0,Male,3,200000,1.0,9.0,2021.0,2.0,10,September,2021,8
False,False,False,False,False,False,False,False,False,False,False,False,False,JOSEPHINE WAMBUI KAMAU,Bills & Fees,150,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,8,March,2022,10
False,False,True,False,False,False,False,False,False,False,False,False,False,LIPA KARO KCB ACCOUNT,Education,71000,False,25.0,Male,5,252000,12.0,4.0,2022.0,15.0,4,February,2022,8
False,False,True,False,False,False,False,False,False,False,False,False,False,NAIVAS,Bills & Fees,900,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,2,January,2021,17
False,False,False,False,False,False,False,False,False,False,False,False,False,LIPA KARO KCB ACCOUNT,Education,71000,False,25.0,Male,5,252000,12.0,4.0,2022.0,15.0,4,February,2022,8
False,False,False,False,False,False,False,False,False,False,False,False,False,NAIVAS,Bills & Fees,900,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,2,January,2021,17
False,False,False,False,True,False,False,False,False,False,False,False,False,LEAH NGOGA,Family & Friends,1028,True,25.0,Male,5,252000,12.0,4.0,2022.0,15.0,17,April,2022,12
False,False,False,False,True,False,False,False,False,False,False,False,False,ECITIZEN  FOR,Bills & Fees,1050,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,15,June,2021,10
False,False,False,False,False,False,False,False,False,False,False,False,False,LEAH NGOGA,Family & Friends,1028,True,25.0,Male,5,252000,12.0,4.0,2022.0,15.0,17,April,2022,12
False,False,False,False,False,False,False,False,False,False,False,False,False,ECITIZEN  FOR,Bills & Fees,1050,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,15,June,2021,10
False,False,False,False,False,False,True,False,False,False,False,False,False,CARREFOUR SRT,Groceries,14154,False,25.0,Male,3,200000,20.0,12.0,2021.0,16.0,22,December,2021,17
False,False,False,False,False,False,True,False,False,False,False,False,False,PHARMAPLUS PHARMACEUTICALS,Bills & Fees,4550,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,26,March,2021,14
False,False,False,False,False,False,False,False,False,False,False,False,False,CARREFOUR SRT,Groceries,14154,False,25.0,Male,3,200000,20.0,12.0,2021.0,16.0,22,December,2021,17
False,False,False,False,False,False,False,False,False,False,False,False,False,PHARMAPLUS PHARMACEUTICALS,Bills & Fees,4550,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,26,March,2021,14
False,False,False,False,False,False,False,False,False,True,False,False,False,MBCI   OFFERING  ON,Miscellaneous,1000,False,25.0,Female,4,90000,5.0,10.0,2021.0,12.0,15,October,2021,22
False,False,False,False,False,False,False,False,False,True,False,False,False,DIPLOMAT,Bills & Fees,1260,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,25,April,2021,15
False,False,False,False,False,False,False,False,False,False,False,False,False,MBCI   OFFERING  ON,Miscellaneous,1000,False,25.0,Female,4,90000,5.0,10.0,2021.0,12.0,15,October,2021,22
False,False,False,False,False,False,False,False,False,False,False,False,False,DIPLOMAT,Bills & Fees,1260,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,25,April,2021,15
False,True,False,False,False,False,False,False,False,False,False,False,False,SAFARICOM OFFERS  TUNUKIWA,Data & WiFi,10,False,25.0,Male,3,10000,12.0,4.0,2022.0,15.0,23,April,2022,2
False,True,False,False,False,False,False,False,False,False,False,False,False,CITAM KITENGELA,Bills & Fees,1000,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,21,March,2021,9
False,False,False,False,False,False,False,False,False,False,False,False,False,SAFARICOM OFFERS  TUNUKIWA,Data & WiFi,10,False,25.0,Male,3,10000,12.0,4.0,2022.0,15.0,23,April,2022,2
False,False,False,False,False,False,False,False,False,False,False,False,False,CITAM KITENGELA,Bills & Fees,1000,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,21,March,2021,9
False,False,False,False,False,False,True,False,False,False,False,False,False,CARREFOUR SRT,Groceries,4690,False,25.0,Male,3,200000,1.0,9.0,2021.0,2.0,12,September,2021,11
False,False,False,False,False,False,True,False,False,False,False,False,False,MBCI  FOR,Bills & Fees,500,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,24,September,2021,21
False,False,False,False,False,False,False,False,False,False,False,False,False,CARREFOUR SRT,Groceries,4690,False,25.0,Male,3,200000,1.0,9.0,2021.0,2.0,12,September,2021,11
False,False,False,False,False,False,False,False,False,False,False,False,False,MBCI  FOR,Bills & Fees,500,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,24,September,2021,21
True,False,False,False,False,False,False,False,False,False,False,False,False,M-SHWARI ACCOUNT,Bills & Fees,1000,False,25.0,Male,3,10000,12.0,5.0,2022.0,15.0,13,May,2022,13
True,False,False,False,False,False,False,False,False,False,False,False,False,CITAM KAREN,Bills & Fees,2100,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,29,July,2021,19
False,False,False,False,False,False,False,False,False,False,False,False,False,M-SHWARI ACCOUNT,Bills & Fees,1000,False,25.0,Male,3,10000,12.0,5.0,2022.0,15.0,13,May,2022,13
False,False,False,False,False,False,False,False,False,False,False,False,False,CITAM KAREN,Bills & Fees,2100,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,29,July,2021,19
True,False,False,False,False,False,False,False,False,False,False,False,False,DENIS OTIENO,Bills & Fees,20,True,25.0,Female,1,85000,1.0,6.0,2022.0,10.0,2,June,2022,19
True,False,False,False,False,False,False,False,False,False,False,False,False,MBCI  FOR,Bills & Fees,2200,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,8,August,2021,10
False,False,False,False,False,False,False,False,False,False,False,False,False,DENIS OTIENO,Bills & Fees,20,True,25.0,Female,1,85000,1.0,6.0,2022.0,10.0,2,June,2022,19
False,False,False,False,False,False,False,False,False,False,False,False,False,MBCI  FOR,Bills & Fees,2200,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,8,August,2021,10
False,False,False,False,False,False,False,False,False,True,False,False,False,PETER KENDA,Miscellaneous,200,True,25.0,Female,1,85000,16.0,3.0,2022.0,13.0,2,October,2021,18
False,False,False,False,False,False,False,False,False,True,False,False,False,HEALTHLINK MATCARE,Bills & Fees,3000,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,19,March,2021,9
False,False,False,False,False,False,False,False,False,False,False,False,False,PETER KENDA,Miscellaneous,200,True,25.0,Female,1,85000,16.0,3.0,2022.0,13.0,2,October,2021,18
False,False,False,False,False,False,False,False,False,False,False,False,False,HEALTHLINK MATCARE,Bills & Fees,3000,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,19,March,2021,9
True,False,False,False,False,False,False,False,False,False,False,False,False,ELIVIN KWAMBOKA MOYWAYWA,Bills & Fees,100,False,25.0,Male,3,10000,12.0,4.0,2022.0,15.0,14,April,2022,11
True,False,False,False,False,False,False,False,False,False,False,False,False,PHARMA PLUS - SHELL KAREN BRANCH  KAREN,Bills & Fees,100,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,22,April,2022,16
False,False,False,False,False,False,False,False,False,False,False,False,False,ELIVIN KWAMBOKA MOYWAYWA,Bills & Fees,100,False,25.0,Male,3,10000,12.0,4.0,2022.0,15.0,14,April,2022,11
False,False,False,False,False,False,False,False,False,False,False,False,False,PHARMA PLUS - SHELL KAREN BRANCH  KAREN,Bills & Fees,100,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,22,April,2022,16
False,False,False,False,False,False,True,False,False,False,False,False,False,THE SPOT POOL BAR,Groceries,300,False,25.0,Male,1,200000,16.0,3.0,2022.0,13.0,4,February,2022,6
False,False,False,False,False,False,True,False,False,False,False,False,False,EUZAC ENTERPRISES,Bills & Fees,1000,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,14,June,2021,12
False,False,False,False,False,False,False,False,False,False,False,False,False,THE SPOT POOL BAR,Groceries,300,False,25.0,Male,1,200000,16.0,3.0,2022.0,13.0,4,February,2022,6
False,False,False,False,False,False,False,False,False,False,False,False,False,EUZAC ENTERPRISES,Bills & Fees,1000,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,14,June,2021,12
False,False,False,False,False,False,False,False,False,True,False,False,False,PETER KENDA,Miscellaneous,100,True,25.0,Female,1,85000,10.0,3.0,2022.0,18.0,5,November,2021,8
False,False,False,False,False,False,False,False,False,True,False,False,False,CHETHER,Bills & Fees,1390,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,9,January,2021,8
False,False,False,False,False,False,False,False,False,False,False,False,False,PETER KENDA,Miscellaneous,100,True,25.0,Female,1,85000,10.0,3.0,2022.0,18.0,5,November,2021,8
False,False,False,False,False,False,False,False,False,False,False,False,False,CHETHER,Bills & Fees,1390,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,9,January,2021,8
False,False,False,False,False,False,False,False,False,False,True,False,False,IM BANK C2B,Rent / Mortgage,7800,True,25.0,Male,3,200000,1.0,12.0,2021.0,8.0,9,December,2021,11
False,False,False,False,False,False,False,False,False,False,True,False,False,JEFFERYS SALON,Bills & Fees,300,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,22,July,2021,16
False,False,False,False,False,False,False,False,False,False,False,False,False,IM BANK C2B,Rent / Mortgage,7800,True,25.0,Male,3,200000,1.0,12.0,2021.0,8.0,9,December,2021,11
False,False,False,False,False,False,False,False,False,False,False,False,False,JEFFERYS SALON,Bills & Fees,300,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,22,July,2021,16
False,True,False,False,False,False,False,False,False,False,False,False,False,SAFARICOM OFFERS  TUNUKIWA,Data & WiFi,10,False,25.0,Male,3,10000,8.0,4.0,2022.0,10.0,8,April,2022,12
False,True,False,False,False,False,False,False,False,False,False,False,False,NAIVAS,Bills & Fees,1176,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,21,December,2020,16
False,False,False,False,False,False,False,False,False,False,False,False,False,SAFARICOM OFFERS  TUNUKIWA,Data & WiFi,10,False,25.0,Male,3,10000,8.0,4.0,2022.0,10.0,8,April,2022,12
False,False,False,False,False,False,False,False,False,False,False,False,False,NAIVAS,Bills & Fees,1176,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,21,December,2020,16
False,False,False,False,False,False,False,False,False,False,False,True,False,STATES BARBERSHOP,Shopping,11400,False,25.0,Female,6,1000000,10.0,3.0,2022.0,18.0,14,January,2022,22
False,False,False,False,False,False,False,False,False,False,False,True,False,QUICKMART NGONG-MILELE MALL,Bills & Fees,170,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,5,June,2022,15
False,False,False,False,False,False,False,False,False,False,False,False,False,STATES BARBERSHOP,Shopping,11400,False,25.0,Female,6,1000000,10.0,3.0,2022.0,18.0,14,January,2022,22
False,False,False,False,False,False,False,False,False,False,False,False,False,QUICKMART NGONG-MILELE MALL,Bills & Fees,170,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,5,June,2022,15
False,False,False,False,False,False,False,False,False,False,False,True,False,CETRICK  MUKALAVAI,Shopping,250,True,25.0,Male,3,200000,5.0,10.0,2021.0,12.0,4,October,2021,15
False,False,False,False,False,False,False,False,False,False,False,True,False,URBAN GRADE DINNING,Bills & Fees,760,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,9,February,2022,16
False,False,False,False,False,False,False,False,False,False,False,False,False,CETRICK  MUKALAVAI,Shopping,250,True,25.0,Male,3,200000,5.0,10.0,2021.0,12.0,4,October,2021,15
False,False,False,False,False,False,False,False,False,False,False,False,False,URBAN GRADE DINNING,Bills & Fees,760,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,9,February,2022,16
False,False,False,False,False,False,True,False,False,False,False,False,False,CARREFOUR SRT,Groceries,12966,False,25.0,Male,3,200000,6.0,8.0,2021.0,11.0,11,August,2021,16
False,False,False,False,False,False,True,False,False,False,False,False,False,HEAVENS GATE,Bills & Fees,5250,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,11,January,2021,14
False,False,False,False,False,False,False,False,False,False,False,False,False,CARREFOUR SRT,Groceries,12966,False,25.0,Male,3,200000,6.0,8.0,2021.0,11.0,11,August,2021,16
False,False,False,False,False,False,False,False,False,False,False,False,False,HEAVENS GATE,Bills & Fees,5250,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,11,January,2021,14
False,False,False,False,False,False,False,False,False,True,False,False,False,PETER KENDA,Miscellaneous,100,True,25.0,Female,1,85000,16.0,3.0,2022.0,13.0,29,October,2021,16
False,False,False,False,False,False,False,False,False,True,False,False,False,DECATHLON HUB TILL 3,Bills & Fees,3950,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,11,March,2022,15
False,False,False,False,False,False,False,False,False,False,False,False,False,PETER KENDA,Miscellaneous,100,True,25.0,Female,1,85000,16.0,3.0,2022.0,13.0,29,October,2021,16
False,False,False,False,False,False,False,False,False,False,False,False,False,DECATHLON HUB TILL 3,Bills & Fees,3950,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,11,March,2022,15
False,False,False,False,False,False,False,False,False,False,False,False,True,OUTSKIRTS PLACE,Transport & Fuel,430,False,25.0,Male,5,252000,12.0,4.0,2022.0,15.0,22,December,2021,16
False,False,False,False,False,False,False,False,False,False,False,False,True,TINGG CELLULANT POWER,Bills & Fees,100,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,14,April,2022,11
False,False,False,False,False,False,False,False,False,False,False,False,False,OUTSKIRTS PLACE,Transport & Fuel,430,False,25.0,Male,5,252000,12.0,4.0,2022.0,15.0,22,December,2021,16
False,False,False,False,False,False,False,False,False,False,False,False,False,TINGG CELLULANT POWER,Bills & Fees,100,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,14,April,2022,11
True,False,False,False,False,False,False,False,False,False,False,False,False,M-SHWARI ACCOUNT,Bills & Fees,20,False,25.0,Female,1,60000,1.0,6.0,2022.0,10.0,2,June,2022,18
True,False,False,False,False,False,False,False,False,False,False,False,False,CHEPCHIKONI DELICACIES N EATERIES,Bills & Fees,260,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,11,May,2022,11
False,False,False,False,False,False,False,False,False,False,False,False,False,M-SHWARI ACCOUNT,Bills & Fees,20,False,25.0,Female,1,60000,1.0,6.0,2022.0,10.0,2,June,2022,18
False,False,False,False,False,False,False,False,False,False,False,False,False,CHEPCHIKONI DELICACIES N EATERIES,Bills & Fees,260,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,11,May,2022,11
False,False,False,True,False,False,False,False,False,False,False,False,False,NABO CAPITAL LTD C2B,Emergency fund,35,False,27.0,Female,2,8000,16.0,3.0,2022.0,13.0,25,March,2022,15
False,False,False,True,False,False,False,False,False,False,False,False,False,NAIVAS,Bills & Fees,3314,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,25,July,2021,11
False,False,False,False,False,False,False,False,False,False,False,False,False,NABO CAPITAL LTD C2B,Emergency fund,35,False,27.0,Female,2,8000,16.0,3.0,2022.0,13.0,25,March,2022,15
False,False,False,False,False,False,False,False,False,False,False,False,False,NAIVAS,Bills & Fees,3314,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,25,July,2021,11
True,False,False,False,False,False,False,False,False,False,False,False,False,M-SHWARI ACCOUNT,Bills & Fees,1000,False,25.0,Male,3,10000,30.0,5.0,2022.0,17.0,31,May,2022,7
True,False,False,False,False,False,False,False,False,False,False,False,False,KAPS PARKING,Bills & Fees,140,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,19,February,2022,12
False,False,False,False,False,False,False,False,False,False,False,False,False,M-SHWARI ACCOUNT,Bills & Fees,1000,False,25.0,Male,3,10000,30.0,5.0,2022.0,17.0,31,May,2022,7
False,False,False,False,False,False,False,False,False,False,False,False,False,KAPS PARKING,Bills & Fees,140,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,19,February,2022,12
False,False,False,False,False,False,False,False,False,True,False,False,False,JOSEPH NTHENGE,Miscellaneous,14462,True,27.0,Female,2,8000,16.0,3.0,2022.0,13.0,2,April,2022,13
False,False,False,False,False,False,False,False,False,True,False,False,False,RECAPHY,Bills & Fees,670,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,29,September,2020,15
False,False,False,False,False,False,False,False,False,False,False,False,False,JOSEPH NTHENGE,Miscellaneous,14462,True,27.0,Female,2,8000,16.0,3.0,2022.0,13.0,2,April,2022,13
False,False,False,False,False,False,False,False,False,False,False,False,False,RECAPHY,Bills & Fees,670,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,29,September,2020,15
True,False,False,False,False,False,False,False,False,False,False,False,False,WANZA SEKETA,Bills & Fees,20,False,25.0,Male,3,10000,12.0,5.0,2022.0,15.0,17,May,2022,13
True,False,False,False,False,False,False,False,False,False,False,False,False,BIG FISH,Bills & Fees,200,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,7,June,2021,15
False,False,False,False,False,False,False,False,False,False,False,False,False,WANZA SEKETA,Bills & Fees,20,False,25.0,Male,3,10000,12.0,5.0,2022.0,15.0,17,May,2022,13
False,False,False,False,False,False,False,False,False,False,False,False,False,BIG FISH,Bills & Fees,200,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,7,June,2021,15
False,False,False,False,False,False,False,False,False,True,False,False,False,PETER NJOORA KENDA,Miscellaneous,300,True,25.0,Female,1,85000,16.0,3.0,2022.0,13.0,3,June,2019,15
False,False,False,False,False,False,False,False,False,True,False,False,False,NAIVAS,Bills & Fees,3070,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,13,July,2021,16
False,False,False,False,False,False,False,False,False,False,False,False,False,PETER NJOORA KENDA,Miscellaneous,300,True,25.0,Female,1,85000,16.0,3.0,2022.0,13.0,3,June,2019,15
False,False,False,False,False,False,False,False,False,False,False,False,False,NAIVAS,Bills & Fees,3070,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,13,July,2021,16
True,False,False,False,False,False,False,False,False,False,False,False,False,M-SHWARI ACCOUNT,Bills & Fees,1000,False,25.0,Male,3,10000,31.0,5.0,2022.0,13.0,31,May,2022,14
True,False,False,False,False,False,False,False,False,False,False,False,False,PHARMAPLUS PHARMACEUTICALS,Bills & Fees,1400,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,28,March,2021,16
False,False,False,False,False,False,False,False,False,False,False,False,False,M-SHWARI ACCOUNT,Bills & Fees,1000,False,25.0,Male,3,10000,31.0,5.0,2022.0,13.0,31,May,2022,14
False,False,False,False,False,False,False,False,False,False,False,False,False,PHARMAPLUS PHARMACEUTICALS,Bills & Fees,1400,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,28,March,2021,16
False,True,False,False,False,False,False,False,False,False,False,False,False,SAFARICOM OFFERS  TUNUKIWA,Data & WiFi,20,False,25.0,Male,3,10000,12.0,4.0,2022.0,15.0,26,April,2022,18
False,True,False,False,False,False,False,False,False,False,False,False,False,RISPER  KWANYA,Bills & Fees,80,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,15,September,2021,18
False,False,False,False,False,False,False,False,False,False,False,False,False,SAFARICOM OFFERS  TUNUKIWA,Data & WiFi,20,False,25.0,Male,3,10000,12.0,4.0,2022.0,15.0,26,April,2022,18
False,False,False,False,False,False,False,False,False,False,False,False,False,RISPER  KWANYA,Bills & Fees,80,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,15,September,2021,18
True,False,False,False,False,False,False,False,False,False,False,False,False,DEEPAL  PATEL,Bills & Fees,1000,True,26.0,Female,1,30000,1.0,9.0,2021.0,2.0,1,September,2021,11
True,False,False,False,False,False,False,False,False,False,False,False,False,CHARLIES CORP,Bills & Fees,540,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,28,December,2020,7
False,False,False,False,False,False,False,False,False,False,False,False,False,DEEPAL  PATEL,Bills & Fees,1000,True,26.0,Female,1,30000,1.0,9.0,2021.0,2.0,1,September,2021,11
False,False,False,False,False,False,False,False,False,False,False,False,False,CHARLIES CORP,Bills & Fees,540,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,28,December,2020,7
False,False,False,False,False,False,True,False,False,False,False,False,False,OAKS  CORKS - ONLINE,Groceries,3269,False,25.0,Female,6,1000000,10.0,3.0,2022.0,18.0,21,January,2022,0
False,False,False,False,False,False,True,False,False,False,False,False,False,MAYAS 2,Bills & Fees,1700,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,11,May,2022,11
False,False,False,False,False,False,False,False,False,False,False,False,False,OAKS  CORKS - ONLINE,Groceries,3269,False,25.0,Female,6,1000000,10.0,3.0,2022.0,18.0,21,January,2022,0
False,False,False,False,False,False,False,False,False,False,False,False,False,MAYAS 2,Bills & Fees,1700,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,11,May,2022,11
False,False,False,False,False,False,False,False,False,False,False,True,False,QUICK MART,Shopping,3298,False,25.0,Male,1,10000,30.0,11.0,2021.0,10.0,19,June,2021,15
False,False,False,False,False,False,False,False,False,False,False,True,False,LULUS WINE AND SPIRIT,Bills & Fees,200,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,22,May,2021,16
False,False,False,False,False,False,False,False,False,False,False,False,False,QUICK MART,Shopping,3298,False,25.0,Male,1,10000,30.0,11.0,2021.0,10.0,19,June,2021,15
False,False,False,False,False,False,False,False,False,False,False,False,False,LULUS WINE AND SPIRIT,Bills & Fees,200,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,22,May,2021,16
False,False,False,False,True,False,False,False,False,False,False,False,False,OLIVIA AKINYI,Family & Friends,300,True,25.0,Male,3,10000,4.0,5.0,2022.0,18.0,12,May,2022,8
False,False,False,False,True,False,False,False,False,False,False,False,False,TAYLOR MOVERS LIMITED  BEATRICE ON,Bills & Fees,19000,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,28,February,2022,12
False,False,False,False,False,False,False,False,False,False,False,False,False,OLIVIA AKINYI,Family & Friends,300,True,25.0,Male,3,10000,4.0,5.0,2022.0,18.0,12,May,2022,8
False,False,False,False,False,False,False,False,False,False,False,False,False,TAYLOR MOVERS LIMITED  BEATRICE ON,Bills & Fees,19000,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,28,February,2022,12
False,False,False,False,False,True,False,False,False,False,False,False,False,ENVY VIVA CORPORATE,Going out,1000,False,25.0,Female,1,85000,16.0,3.0,2022.0,13.0,19,October,2021,17
False,False,False,False,False,True,False,False,False,False,False,False,False,PAYTECH LIMITED,Bills & Fees,160,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,3,February,2021,13
False,False,False,False,False,False,False,False,False,False,False,False,False,ENVY VIVA CORPORATE,Going out,1000,False,25.0,Female,1,85000,16.0,3.0,2022.0,13.0,19,October,2021,17
False,False,False,False,False,False,False,False,False,False,False,False,False,PAYTECH LIMITED,Bills & Fees,160,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,3,February,2021,13
True,False,False,False,False,False,False,False,False,False,False,False,False,FATUMA OSORE,Bills & Fees,90,False,25.0,Male,3,10000,11.0,4.0,2022.0,16.0,12,April,2022,15
True,False,False,False,False,False,False,False,False,False,False,False,False,NJOKAMA,Bills & Fees,13500,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,28,May,2021,7
False,False,False,False,False,False,False,False,False,False,False,False,False,FATUMA OSORE,Bills & Fees,90,False,25.0,Male,3,10000,11.0,4.0,2022.0,16.0,12,April,2022,15
False,False,False,False,False,False,False,False,False,False,False,False,False,NJOKAMA,Bills & Fees,13500,False,25.0,Female,4,90000,13.026809651474531,5.0,2021.71581769437,12.292225201072386,28,May,2021,7
False,False,False,False,False,False,True,False,False,False,False,False,False,MARY MBUCHA,Groceries,40,True,25.0,Female,1,250000,16.0,3.0,2022.0,13.0,26,March,2022,11
